Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij,k_i,k_j,Sim_ij
Alejandro,Peru,1,"('Alejandro', 'Peru')",1,7,0.14285714285714285,2,5,0.11952286093343936
Canada,Ghulam,1,"('Canada', 'Ghulam')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
France,Ghulam,2,"('France', 'Ghulam')",593,1,0.006745362563237774,150,2,0.004741786781104698
Canada,Jingyu,1,"('Canada', 'Jingyu')",1030,2,0.0004854368932038835,210,1,0.0015203960843648034
Canada,Nicolas,2,"('Canada', 'Nicolas')",1030,2,0.001941747572815534,210,1,0.0030407921687296067
Canada,Kenneth,1,"('Canada', 'Kenneth')",1030,4,0.00024271844660194174,210,3,0.0006206991022698822
Belgium,Kenneth,1,"('Belgium', 'Kenneth')",208,4,0.001201923076923077,88,3,0.0021337148187466214
France,Kenneth,2,"('France', 'Kenneth')",593,4,0.0016863406408094434,150,3,0.0019358263471301366
Canada,Mauritius,1,"('Canada', 'Mauritius')",1030,3,0.00032362459546925567,210,3,0.000716721587562551
France,Mauritius,1,"('France', 'Mauritius')",593,3,0.0005621135469364812,150,3,0.0011176498626199543
Kenneth,Mauritius,1,"('Kenneth', 'Mauritius')",4,3,0.08333333333333333,3,3,0.09622504486493763
Canada,Min,2,"('Canada', 'Min')",1030,5,0.0007766990291262136,210,4,0.0009615829144388593
Lijun,Min,1,"('Lijun', 'Min')",1,5,0.2,2,4,0.15811388300841897
Biying,Min,1,"('Biying', 'Min')",1,5,0.2,4,4,0.11180339887498948
Dayuan,Min,1,"('Dayuan', 'Min')",2,5,0.1,5,4,0.07071067811865477
Canada,Omrane,1,"('Canada', 'Omrane')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Jee Hyun,1,"('Canada', 'Jee Hyun')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Charlotte,1,"('Canada', 'Charlotte')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Jaydeep,1,"('Canada', 'Jaydeep')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
Ayesha,Jaydeep,1,"('Ayesha', 'Jaydeep')",1,1,1.0,2,2,0.5
Canada,Devan,1,"('Canada', 'Devan')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Fred,1,"('Canada', 'Fred')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
Devan,Fred,1,"('Devan', 'Fred')",1,1,1.0,1,2,0.7071067811865476
Canada,Tanusree,1,"('Canada', 'Tanusree')",1030,1,0.000970873786407767,210,3,0.0012413982045397644
Spain,Tanusree,1,"('Spain', 'Tanusree')",535,1,0.001869158878504673,21,3,0.00544694304612167
Lebanon,Tanusree,1,"('Lebanon', 'Tanusree')",39,1,0.02564102564102564,22,3,0.01971041319963609
Canada,Gail Lynn,1,"('Canada', 'Gail Lynn')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Kelly,1,"('Canada', 'Kelly')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Narongsak,1,"('Canada', 'Narongsak')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
Dirk,Narongsak,1,"('Dirk', 'Narongsak')",4,1,0.25,6,2,0.14433756729740643
Canada,Morgane,1,"('Canada', 'Morgane')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Malta,2,"('Canada', 'Malta')",1030,2,0.001941747572815534,210,13,0.0008433640063372264
Brazil,Malta,2,"('Brazil', 'Malta')",71,2,0.028169014084507043,65,13,0.0057737432695446275
Belgium,Malta,2,"('Belgium', 'Malta')",208,2,0.009615384615384616,88,13,0.002899147544016958
Malaysia,Malta,2,"('Malaysia', 'Malta')",46,2,0.043478260869565216,41,13,0.009031761848152102
France,Malta,2,"('France', 'Malta')",593,2,0.003372681281618887,150,13,0.0013151350289684865
Italy,Malta,2,"('Italy', 'Malta')",219,2,0.0091324200913242,72,13,0.003123597136624306
Egypt,Malta,2,"('Egypt', 'Malta')",21,2,0.09523809523809523,38,13,0.01388487185658827
Hungary,Malta,2,"('Hungary', 'Malta')",9,2,0.2222222222222222,28,13,0.02470831055537004
Jingqiu,Malta,2,"('Jingqiu', 'Malta')",4,2,0.5,23,13,0.040893041005476534
Brigitte,Malta,2,"('Brigitte', 'Malta')",3,2,0.6666666666666666,32,13,0.04003203845127178
Abdulgawi Salim,Malta,2,"('Abdulgawi Salim', 'Malta')",2,2,1.0,33,13,0.04828045495852676
Luigina,Malta,2,"('Luigina', 'Malta')",2,2,1.0,22,13,0.05913123959890826
Jian,Malta,2,"('Jian', 'Malta')",4,2,0.5,26,13,0.038461538461538464
Canada,Luigina,2,"('Canada', 'Luigina')",1030,2,0.001941747572815534,210,11,0.0009168333353751976
Brazil,Luigina,2,"('Brazil', 'Luigina')",71,2,0.028169014084507043,65,11,0.006276720680085585
Belgium,Luigina,2,"('Belgium', 'Luigina')",208,2,0.009615384615384616,88,11,0.00315170566037062
France,Luigina,2,"('France', 'Luigina')",593,2,0.003372681281618887,150,11,0.001429702508071943
Italy,Luigina,2,"('Italy', 'Luigina')",219,2,0.0091324200913242,72,11,0.0033957080923780344
Egypt,Luigina,2,"('Egypt', 'Luigina')",21,2,0.09523809523809523,38,11,0.015094447095057539
Hungary,Luigina,2,"('Hungary', 'Luigina')",9,2,0.2222222222222222,28,11,0.026860765467512676
Jingqiu,Luigina,2,"('Jingqiu', 'Luigina')",4,2,0.5,23,11,0.044455422447438706
Brigitte,Luigina,2,"('Brigitte', 'Luigina')",3,2,0.6666666666666666,32,11,0.04351941398892446
Abdulgawi Salim,Luigina,2,"('Abdulgawi Salim', 'Luigina')",2,2,1.0,33,11,0.0524863881081478
Jian,Luigina,2,"('Jian', 'Luigina')",4,2,0.5,26,11,0.04181210050035454
Canada,Egypt,2,"('Canada', 'Egypt')",1030,21,0.0001849283402681461,210,8,0.0003317776258531513
Brazil,Egypt,2,"('Brazil', 'Egypt')",71,21,0.0026827632461435278,65,8,0.0022713784556382395
Belgium,Egypt,2,"('Belgium', 'Egypt')",208,21,0.0009157509157509158,88,8,0.0011405185446903311
Egypt,Egypt,7,"('Egypt', 'Egypt')",21,21,0.1111111111111111,38,8,0.019117977822546813
Brigitte,Egypt,2,"('Brigitte', 'Egypt')",3,21,0.06349206349206349,32,8,0.015748519708717802
Abdulgawi Salim,Egypt,2,"('Abdulgawi Salim', 'Egypt')",2,21,0.09523809523809523,33,8,0.018993429409939658
Amr,Egypt,2,"('Amr', 'Egypt')",1,21,0.19047619047619047,3,8,0.0890870806374748
Alaa Mansour,Egypt,3,"('Alaa Mansour', 'Egypt')",2,21,0.21428571428571427,3,8,0.0944911182523068
Canada,Jian,3,"('Canada', 'Jian')",1030,4,0.002184466019417476,210,9,0.0010750823813438267
Brazil,Jian,2,"('Brazil', 'Jian')",71,4,0.014084507042253521,65,9,0.004906738266313843
Belgium,Jian,2,"('Belgium', 'Jian')",208,4,0.004807692307692308,88,9,0.002463801649954511
France,Jian,2,"('France', 'Jian')",593,4,0.0016863406408094434,150,9,0.0011176498626199543
Italy,Jian,2,"('Italy', 'Jian')",219,4,0.0045662100456621,72,9,0.002654547125374981
Egypt,Jian,2,"('Egypt', 'Jian')",21,4,0.047619047619047616,38,9,0.011799872090079811
Hungary,Jian,2,"('Hungary', 'Jian')",9,4,0.1111111111111111,28,9,0.0209980262782904
Brigitte,Jian,2,"('Brigitte', 'Jian')",3,4,0.3333333333333333,32,9,0.034020690871988585
Abdulgawi Salim,Jian,2,"('Abdulgawi Salim', 'Jian')",2,4,0.5,33,9,0.04103049699311091
Canada,Jingqiu,2,"('Canada', 'Jingqiu')",1030,4,0.000970873786407767,210,10,0.0006799417994728411
Brazil,Jingqiu,2,"('Brazil', 'Jingqiu')",71,4,0.014084507042253521,65,10,0.004654940641157277
Belgium,Jingqiu,2,"('Belgium', 'Jingqiu')",208,4,0.004807692307692308,88,10,0.002337367475021143
France,Jingqiu,2,"('France', 'Jingqiu')",593,4,0.0016863406408094434,150,10,0.0010602957577360017
Italy,Jingqiu,2,"('Italy', 'Jingqiu')",219,4,0.0045662100456621,72,10,0.002518324521731248
Egypt,Jingqiu,2,"('Egypt', 'Jingqiu')",21,4,0.047619047619047616,38,10,0.011194341570991124
Hungary,Jingqiu,2,"('Hungary', 'Jingqiu')",9,4,0.1111111111111111,28,10,0.019920476822239894
Brigitte,Jingqiu,2,"('Brigitte', 'Jingqiu')",3,4,0.3333333333333333,32,10,0.03227486121839514
Abdulgawi Salim,Jingqiu,2,"('Abdulgawi Salim', 'Jingqiu')",2,4,0.5,33,10,0.03892494720807615
Jian,Jingqiu,2,"('Jian', 'Jingqiu')",4,4,0.25,26,10,0.031008683647302113
Canada,Marko,2,"('Canada', 'Marko')",1030,2,0.001941747572815534,210,14,0.000812685891412249
Brazil,Marko,2,"('Brazil', 'Marko')",71,2,0.028169014084507043,65,14,0.005563718229064564
Belgium,Marko,2,"('Belgium', 'Marko')",208,2,0.009615384615384616,88,14,0.002793688476672964
Malaysia,Marko,2,"('Malaysia', 'Marko')",46,2,0.043478260869565216,41,14,0.008703223487645115
France,Marko,2,"('France', 'Marko')",593,2,0.003372681281618887,150,14,0.0012672958240019586
Italy,Marko,2,"('Italy', 'Marko')",219,2,0.0091324200913242,72,14,0.003009973515961541
Egypt,Marko,2,"('Egypt', 'Marko')",21,2,0.09523809523809523,38,14,0.013379797308309913
Hungary,Marko,2,"('Hungary', 'Marko')",9,2,0.2222222222222222,28,14,0.023809523809523808
Jingqiu,Marko,2,"('Jingqiu', 'Marko')",4,2,0.5,23,14,0.03940552031195503
Brigitte,Marko,2,"('Brigitte', 'Marko')",3,2,0.6666666666666666,32,14,0.03857583749052298
Abdulgawi Salim,Marko,2,"('Abdulgawi Salim', 'Marko')",2,2,1.0,33,14,0.046524210519923545
Malta,Marko,2,"('Malta', 'Marko')",2,2,1.0,20,14,0.05976143046671968
Luigina,Marko,2,"('Luigina', 'Marko')",2,2,1.0,22,14,0.05698028822981897
Jian,Marko,2,"('Jian', 'Marko')",4,2,0.5,26,14,0.03706246583305506
Canada,North Macedonia,2,"('Canada', 'North Macedonia')",1030,6,0.0006472491909385113,210,18,0.00041379940151325484
Brazil,North Macedonia,2,"('Brazil', 'North Macedonia')",71,6,0.009389671361502348,65,18,0.0028329066588993353
Belgium,North Macedonia,2,"('Belgium', 'North Macedonia')",208,6,0.003205128205128205,88,18,0.001422476545831081
Mexico,North Macedonia,4,"('Mexico', 'North Macedonia')",46,6,0.057971014492753624,29,18,0.010538291290311318
Malaysia,North Macedonia,2,"('Malaysia', 'North Macedonia')",46,6,0.014492753623188406,41,18,0.004431464491361256
France,North Macedonia,2,"('France', 'North Macedonia')",593,6,0.0011242270938729624,150,18,0.0006452754490433788
Italy,North Macedonia,2,"('Italy', 'North Macedonia')",219,6,0.0030441400304414,72,18,0.0015326034974117925
Nigeria,North Macedonia,3,"('Nigeria', 'North Macedonia')",16,6,0.09375,20,18,0.01613743060919757
Egypt,North Macedonia,2,"('Egypt', 'North Macedonia')",21,6,0.031746031746031744,38,18,0.006812659327610731
Hungary,North Macedonia,2,"('Hungary', 'North Macedonia')",9,6,0.07407407407407407,28,18,0.012123216124221799
North Macedonia,North Macedonia,1,"('North Macedonia', 'North Macedonia')",6,6,0.027777777777777776,17,18,0.009527699174583824
Jingqiu,North Macedonia,2,"('Jingqiu', 'North Macedonia')",4,6,0.16666666666666666,23,18,0.0200643088476282
Brigitte,North Macedonia,2,"('Brigitte', 'North Macedonia')",3,6,0.2222222222222222,32,18,0.019641855032959652
Abdulgawi Salim,North Macedonia,2,"('Abdulgawi Salim', 'North Macedonia')",2,6,0.3333333333333333,33,18,0.023688968483956713
Malta,North Macedonia,2,"('Malta', 'North Macedonia')",2,6,0.3333333333333333,20,18,0.03042903097250923
Luigina,North Macedonia,2,"('Luigina', 'North Macedonia')",2,6,0.3333333333333333,22,18,0.029012942659282975
Jian,North Macedonia,2,"('Jian', 'North Macedonia')",4,6,0.16666666666666666,26,18,0.01887128390240993
Marko,North Macedonia,2,"('Marko', 'North Macedonia')",2,6,0.3333333333333333,19,18,0.031219527052723132
Canada,Madelynn,2,"('Canada', 'Madelynn')",1030,2,0.001941747572815534,210,3,0.0017556021771657443
James,Madelynn,1,"('James', 'Madelynn')",10,2,0.05,6,3,0.05270462766947299
Babatunde,Madelynn,1,"('Babatunde', 'Madelynn')",1,2,0.5,2,3,0.28867513459481287
Canada,Dorothee,1,"('Canada', 'Dorothee')",1030,2,0.0004854368932038835,210,1,0.0015203960843648034
Canada,Jimmy,1,"('Canada', 'Jimmy')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Chantal,1,"('Canada', 'Chantal')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Victor,2,"('Canada', 'Victor')",1030,1,0.003883495145631068,210,2,0.0030407921687296067
Mingzhi,Victor,1,"('Mingzhi', 'Victor')",1,1,1.0,1,2,0.7071067811865476
Canada,Mingzhi,2,"('Canada', 'Mingzhi')",1030,1,0.003883495145631068,210,1,0.004300329525375307
Canada,Melanie,1,"('Canada', 'Melanie')",1030,2,0.0004854368932038835,210,1,0.0015203960843648034
Canada,Wally,2,"('Canada', 'Wally')",1030,1,0.003883495145631068,210,2,0.0030407921687296067
Germany,Wally,1,"('Germany', 'Wally')",428,1,0.002336448598130841,115,2,0.0031872358189795535
Canada,Christian,2,"('Canada', 'Christian')",1030,6,0.0006472491909385113,210,1,0.0017556021771657443
Canada,Gregor,2,"('Canada', 'Gregor')",1030,2,0.001941747572815534,210,5,0.0013598835989456822
Belgium,Gregor,1,"('Belgium', 'Gregor')",208,2,0.002403846153846154,88,5,0.002337367475021143
Germany,Gregor,1,"('Germany', 'Gregor')",428,2,0.0011682242990654205,115,5,0.0014253751903120992
Christian,Gregor,1,"('Christian', 'Gregor')",6,2,0.08333333333333333,7,5,0.04879500364742666
Eva-Maria,Gregor,1,"('Eva-Maria', 'Gregor')",1,2,0.5,2,5,0.22360679774997896
Canada,Saoure,2,"('Canada', 'Saoure')",1030,1,0.003883495145631068,210,2,0.0030407921687296067
Gokhan,Saoure,1,"('Gokhan', 'Saoure')",1,1,1.0,2,2,0.5
Canada,Gokhan,2,"('Canada', 'Gokhan')",1030,1,0.003883495145631068,210,1,0.004300329525375307
Canada,Jeff,3,"('Canada', 'Jeff')",1030,2,0.004368932038834952,210,2,0.00322524714403148
Finland,Jeff,1,"('Finland', 'Jeff')",163,2,0.003067484662576687,76,2,0.004492306773644342
Canada,Mehran,3,"('Canada', 'Mehran')",1030,1,0.008737864077669903,210,2,0.00456118825309441
France,Mehran,1,"('France', 'Mehran')",593,1,0.0016863406408094434,150,2,0.002370893390552349
Canada,Morocco,3,"('Canada', 'Morocco')",1030,6,0.0014563106796116505,210,6,0.0010750823813438267
France,Morocco,3,"('France', 'Morocco')",593,6,0.002529510961214165,150,6,0.0016764747939299314
Claude,Morocco,1,"('Claude', 'Morocco')",4,6,0.041666666666666664,4,6,0.041666666666666664
Cameroon,Morocco,1,"('Cameroon', 'Morocco')",5,6,0.03333333333333333,7,6,0.02817180849095055
Issam,Morocco,1,"('Issam', 'Morocco')",1,6,0.16666666666666666,2,6,0.11785113019775792
Magalie,Morocco,1,"('Magalie', 'Morocco')",1,6,0.16666666666666666,1,6,0.16666666666666666
Canada,Renata,1,"('Canada', 'Renata')",1030,1,0.000970873786407767,210,3,0.0012413982045397644
Portugal,Renata,1,"('Portugal', 'Renata')",114,1,0.008771929824561403,23,3,0.011275168191528972
France,Renata,1,"('France', 'Renata')",593,1,0.0016863406408094434,150,3,0.0019358263471301366
Canada,Florian,1,"('Canada', 'Florian')",1030,2,0.0004854368932038835,210,1,0.0015203960843648034
Canada,Mireille,1,"('Canada', 'Mireille')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Marie-Christine,1,"('Canada', 'Marie-Christine')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Leslie,1,"('Canada', 'Leslie')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
Lan,Leslie,1,"('Lan', 'Leslie')",2,1,0.5,2,2,0.3535533905932738
Canada,Lan,1,"('Canada', 'Lan')",1030,2,0.0004854368932038835,210,1,0.0015203960843648034
Canada,Errol,4,"('Canada', 'Errol')",1030,2,0.007766990291262136,210,1,0.0060815843374592135
Canada,Dean,4,"('Canada', 'Dean')",1030,2,0.007766990291262136,210,1,0.0060815843374592135
Canada,Gregory,2,"('Canada', 'Gregory')",1030,5,0.0007766990291262136,210,5,0.0008600659050750614
Germany,Gregory,1,"('Germany', 'Gregory')",428,5,0.00046728971962616824,115,5,0.0009014864243364408
France,Gregory,1,"('France', 'Gregory')",593,5,0.0003372681281618887,150,5,0.0006705899175719726
Greece,Gregory,1,"('Greece', 'Gregory')",29,5,0.006896551724137931,13,5,0.010300524052492096
Dean,Gregory,1,"('Dean', 'Gregory')",2,5,0.1,1,5,0.14142135623730953
Canada,Marie,2,"('Canada', 'Marie')",1030,1,0.003883495145631068,210,1,0.004300329525375307
Canada,Jianhong,1,"('Canada', 'Jianhong')",1030,2,0.0004854368932038835,210,2,0.0010750823813438267
Desiree,Jianhong,1,"('Desiree', 'Jianhong')",1,2,0.5,2,2,0.3535533905932738
Canada,Desiree,1,"('Canada', 'Desiree')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Olga,1,"('Canada', 'Olga')",1030,3,0.00032362459546925567,210,3,0.000716721587562551
France,Olga,2,"('France', 'Olga')",593,3,0.0022484541877459247,150,3,0.0022352997252399085
Kamel,Olga,1,"('Kamel', 'Olga')",1,3,0.3333333333333333,1,3,0.3333333333333333
Canada,Kamel,1,"('Canada', 'Kamel')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
France,Kamel,1,"('France', 'Kamel')",593,1,0.0016863406408094434,150,2,0.002370893390552349
Canada,Nianqi,1,"('Canada', 'Nianqi')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Celine,2,"('Canada', 'Celine')",1030,1,0.003883495145631068,210,1,0.004300329525375307
Canada,Hongjin,1,"('Canada', 'Hongjin')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Pascale,2,"('Canada', 'Pascale')",1030,1,0.003883495145631068,210,1,0.004300329525375307
Canada,Kareen,1,"('Canada', 'Kareen')",1030,1,0.000970873786407767,210,2,0.0015203960843648034
Jennifer,Kareen,1,"('Jennifer', 'Kareen')",9,1,0.1111111111111111,7,2,0.0890870806374748
Canada,Tae Wan,1,"('Canada', 'Tae Wan')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Danny,1,"('Canada', 'Danny')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,JoAndrea,1,"('Canada', 'JoAndrea')",1030,1,0.000970873786407767,210,1,0.0021501647626876535
Canada,Premilla,1,"('Canada', 'Premilla')",1030,3,0.00032362459546925567,210,5,0.0005551701544994202
Germany,Premilla,1,"('Germany', 'Premilla')",428,3,0.000778816199376947,115,5,0.0011638139694290358
India,Premilla,3,"('India', 'Premilla')",122,3,0.02459016393442623,34,5,0.012026970655309827
Ernesto,Premilla,2,"('Ernesto', 'Premilla')",4,3,0.3333333333333333,3,5,0.14907119849998596
Muneeb Ul Lateef,Premilla,1,"('Muneeb Ul Lateef', 'Premilla')",1,3,0.3333333333333333,1,5,0.2581988897471611
Switzerland,Timo,1,"('Switzerland', 'Timo')",169,1,0.005917159763313609,11,1,0.02319318035213566
Switzerland,Sybille,6,"('Switzerland', 'Sybille')",169,2,0.10650887573964497,11,2,0.069579541056407
Edwin,Sybille,1,"('Edwin', 'Sybille')",1,2,0.5,2,2,0.3535533905932738
Switzerland,Ulrich,2,"('Switzerland', 'Ulrich')",169,1,0.023668639053254437,11,7,0.017532396378405837
Germany,Ulrich,1,"('Germany', 'Ulrich')",428,1,0.002336448598130841,115,7,0.001703649206496477
France,Ulrich,1,"('France', 'Ulrich')",593,1,0.0016863406408094434,150,7,0.0012672958240019586
Antoinette,Ulrich,1,"('Antoinette', 'Ulrich')",2,1,0.5,8,7,0.0944911182523068
Isabelle,Ulrich,1,"('Isabelle', 'Ulrich')",2,1,0.5,5,7,0.11952286093343936
Thorsten,Ulrich,1,"('Thorsten', 'Ulrich')",2,1,0.5,2,7,0.1889822365046136
Simon,Ulrich,1,"('Simon', 'Ulrich')",2,1,0.5,3,7,0.1543033499620919
Switzerland,Thorsten,2,"('Switzerland', 'Thorsten')",169,2,0.011834319526627219,11,8,0.01159659017606783
Ireland,Thorsten,1,"('Ireland', 'Thorsten')",73,2,0.00684931506849315,23,8,0.006101191557042251
Germany,Thorsten,2,"('Germany', 'Thorsten')",428,2,0.004672897196261682,115,8,0.002253716060841102
France,Thorsten,1,"('France', 'Thorsten')",593,2,0.0008431703204047217,150,8,0.0008382373969649657
Antoinette,Thorsten,1,"('Antoinette', 'Thorsten')",2,2,0.25,8,8,0.0625
Isabelle,Thorsten,1,"('Isabelle', 'Thorsten')",2,2,0.25,5,8,0.07905694150420949
Cormac,Thorsten,1,"('Cormac', 'Thorsten')",1,2,0.5,4,8,0.125
Simon,Thorsten,1,"('Simon', 'Thorsten')",2,2,0.25,3,8,0.10206207261596575
Poland,Poland,2,"('Poland', 'Poland')",13,13,0.023668639053254437,7,8,0.02055855707018649
Netherlands,Poland,1,"('Netherlands', 'Poland')",475,13,0.00016194331983805668,51,8,0.0006300157946939619
Finland,Poland,1,"('Finland', 'Poland')",163,13,0.00047192071731949034,76,8,0.0008810138423022133
France,Poland,1,"('France', 'Poland')",593,13,0.00012971851083149564,150,8,0.00032878375724212163
Egypt,Poland,2,"('Egypt', 'Poland')",21,13,0.014652014652014652,38,8,0.006942435928294135
Indonesia,Poland,1,"('Indonesia', 'Poland')",20,13,0.0038461538461538464,14,8,0.005860090386731193
Irena,Poland,1,"('Irena', 'Poland')",1,13,0.07692307692307693,1,8,0.09805806756909202
Hojae,Poland,1,"('Hojae', 'Poland')",1,13,0.07692307692307693,3,8,0.05661385170722979
Poland,Riku,1,"('Poland', 'Riku')",13,1,0.07692307692307693,7,3,0.06052275326688024
Netherlands,Riku,1,"('Netherlands', 'Riku')",475,1,0.002105263157894737,51,3,0.0037094325604977146
Finland,Riku,1,"('Finland', 'Riku')",163,1,0.006134969325153374,76,3,0.00518726905009188
Norway,Torvald,1,"('Norway', 'Torvald')",107,1,0.009345794392523364,18,2,0.016112274817427726
Gro Ellen,Torvald,1,"('Gro Ellen', 'Torvald')",2,1,0.5,2,2,0.3535533905932738
Norway,Siv,3,"('Norway', 'Siv')",107,2,0.04205607476635514,18,1,0.04833682445228318
Norway,Roy,1,"('Norway', 'Roy')",107,1,0.009345794392523364,18,3,0.01315561729939764
Leif Atle,Roy,1,"('Leif Atle', 'Roy')",2,1,0.5,2,3,0.28867513459481287
Kwame Ohene,Roy,1,"('Kwame Ohene', 'Roy')",1,1,1.0,3,3,0.3333333333333333
Norway,Petr,1,"('Norway', 'Petr')",107,1,0.009345794392523364,18,1,0.022786197567488776
Brazil,Lilian Soares,2,"('Brazil', 'Lilian Soares')",71,1,0.056338028169014086,65,1,0.029440429597883063
Brazil,Maria Virginia,2,"('Brazil', 'Maria Virginia')",71,2,0.028169014084507043,65,1,0.020817527409708256
Brazil,Rodrigo,2,"('Brazil', 'Rodrigo')",71,1,0.056338028169014086,65,2,0.020817527409708256
Claudio,Rodrigo,1,"('Claudio', 'Rodrigo')",2,1,0.5,5,2,0.22360679774997896
Brazil,Claudio,2,"('Brazil', 'Claudio')",71,2,0.028169014084507043,65,1,0.020817527409708256
Brazil,Maxwell,1,"('Brazil', 'Maxwell')",71,1,0.014084507042253521,65,1,0.014720214798941532
Brazil,Brigitte,2,"('Brazil', 'Brigitte')",71,3,0.018779342723004695,65,3,0.009813476532627687
Belgium,Brigitte,2,"('Belgium', 'Brigitte')",208,3,0.00641025641025641,88,3,0.004927603299909022
Abdulgawi Salim,Brigitte,2,"('Abdulgawi Salim', 'Brigitte')",2,3,0.6666666666666666,33,3,0.08206099398622183
Brazil,Malu,2,"('Brazil', 'Malu')",71,1,0.056338028169014086,65,1,0.029440429597883063
Brazil,Sandra Leonara,4,"('Brazil', 'Sandra Leonara')",71,1,0.22535211267605634,65,2,0.04163505481941651
Fabiola,Sandra Leonara,1,"('Fabiola', 'Sandra Leonara')",1,1,1.0,1,2,0.7071067811865476
Brazil,Fabiola,4,"('Brazil', 'Fabiola')",71,1,0.22535211267605634,65,1,0.058880859195766126
Brazil,Juliana Guedes,2,"('Brazil', 'Juliana Guedes')",71,1,0.056338028169014086,65,1,0.029440429597883063
Belgium,Gerwin,1,"('Belgium', 'Gerwin')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Francois,2,"('Belgium', 'Francois')",208,3,0.00641025641025641,88,2,0.006035056869815845
France,Francois,1,"('France', 'Francois')",593,3,0.0005621135469364812,150,2,0.001368835937255303
Belgium,Hans,2,"('Belgium', 'Hans')",208,2,0.009615384615384616,88,2,0.007391404949863533
Elfi,Hans,1,"('Elfi', 'Hans')",2,2,0.25,4,2,0.1767766952966369
Belgium,Elfi,5,"('Belgium', 'Elfi')",208,2,0.06009615384615385,88,1,0.02613256281272159
Belgium,Tine,4,"('Belgium', 'Tine')",208,3,0.02564102564102564,88,2,0.01207011373963169
Iris,Tine,1,"('Iris', 'Tine')",1,3,0.3333333333333333,1,2,0.408248290463863
Belgium,Yves,2,"('Belgium', 'Yves')",208,1,0.019230769230769232,88,1,0.014782809899727066
Belgium,Maarten,1,"('Belgium', 'Maarten')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Dries,1,"('Belgium', 'Dries')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Dendi,1,"('Belgium', 'Dendi')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Iris,2,"('Belgium', 'Iris')",208,1,0.019230769230769232,88,1,0.014782809899727066
Belgium,Stijn,2,"('Belgium', 'Stijn')",208,2,0.009615384615384616,88,2,0.007391404949863533
Jeroen,Stijn,2,"('Jeroen', 'Stijn')",11,2,0.18181818181818182,6,2,0.12309149097933274
Belgium,Kristel,2,"('Belgium', 'Kristel')",208,1,0.019230769230769232,88,1,0.014782809899727066
Belgium,Els,2,"('Belgium', 'Els')",208,2,0.009615384615384616,88,2,0.007391404949863533
Bram,Els,1,"('Bram', 'Els')",1,2,0.5,1,2,0.5
Belgium,Lode,3,"('Belgium', 'Lode')",208,1,0.04326923076923077,88,3,0.01280228891247973
Jeroen,Lode,2,"('Jeroen', 'Lode')",11,1,0.36363636363636365,6,3,0.14213381090374028
Elfi,Lode,1,"('Elfi', 'Lode')",2,1,0.5,4,3,0.2041241452319315
Belgium,Charlotte Emily,1,"('Belgium', 'Charlotte Emily')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Saar,1,"('Belgium', 'Saar')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Luminita,1,"('Belgium', 'Luminita')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Bram,1,"('Belgium', 'Bram')",208,1,0.004807692307692308,88,1,0.007391404949863533
Belgium,Leif Atle,1,"('Belgium', 'Leif Atle')",208,2,0.002403846153846154,88,2,0.0036957024749317666
Kwame Ohene,Leif Atle,1,"('Kwame Ohene', 'Leif Atle')",1,2,0.5,3,2,0.28867513459481287
Belgium,Camille,9,"('Belgium', 'Camille')",208,3,0.12980769230769232,88,2,0.027157755914171303
Camille,Camille,3,"('Camille', 'Camille')",3,3,1.0,2,2,0.5
Belgium,Eva-Maria,1,"('Belgium', 'Eva-Maria')",208,1,0.004807692307692308,88,1,0.007391404949863533
